viaje_id,inicio_viaje,estacion_origen,localidad_origen,estacion_destino,localidad_destino,duracion_min,distancia_km,tipo_bicicleta,tipo_usuario,clima,temperatura_c,precipitacion_mm,fin_de_semana
V003060,2026-02-07 08:00:01,Parque El Virrey Norte,Usaquén,Unicentro,Usaquén,10.3,2.31,Mecánica,Suscriptor,Lluvia ligera,15.3,0.8,Sí
V001770,2026-05-31 17:17:17,Calle 80,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,13.6,2.67,Mecánica,Suscriptor,Despejado,17.6,0.0,Sí
V001683,2026-02-28 19:48:11,Las Nieves,Santa Fe,Las Nieves,Santa Fe,9.3,1.99,Eléctrica,Ocasional,Despejado,17.2,0.0,Sí
V001938,2026-03-08 18:11:53,Parque Nacional,Santa Fe,Las Nieves,Santa Fe,5.1,1.02,Eléctrica,Ocasional,Despejado,17.9,0.0,Sí
V001488,2026-05-19 18:09:39,Calle 100,Usaquén,Unicentro,Usaquén,28.2,4.64,Mecánica,Suscriptor,Despejado,16.0,0.0,No
V002194,2026-04-05 09:02:41,Las Nieves,Santa Fe,Museo Nacional,Santa Fe,12.4,3.15,Eléctrica,Suscriptor,Nublado,16.6,0.0,Sí
V000195,2026-03-19 17:46:26,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,25.3,5.68,Eléctrica,Suscriptor,Despejado,14.9,0.0,No
V001128,2026-02-20 16:02:52,Calle 100,Usaquén,Parque El Virrey Norte,Usaquén,15.1,2.64,Mecánica,Suscriptor,Lluvia ligera,16.9,2.1,No
V003041,2026-04-30 13:06:08,Parque de los Novios,Barrios Unidos,Corferias,Teusaquillo,11.7,2.05,Mecánica,Suscriptor,Despejado,13.5,0.0,No
V003129,2026-02-04 08:41:50,Parque de los Novios,Barrios Unidos,Calle 72,Chapinero,28.5,5.72,Mecánica,Ocasional,Despejado,16.5,0.0,No
V000424,2026-03-21 09:46:54,San Felipe,Barrios Unidos,Calle 80,Barrios Unidos,15.1,3.06,Mecánica,Ocasional,Nublado,17.5,0.0,Sí
V000718,2026-03-27 08:57:34,Parque de los Novios,Barrios Unidos,Parque de los Novios,Barrios Unidos,11.3,2.02,Mecánica,Suscriptor,Lluvia,16.2,8.5,No
V002575,2026-02-24 08:14:13,Universidad Javeriana,Chapinero,Centro Internacional,Santa Fe,15.0,3.15,Eléctrica,Ocasional,Nublado,15.1,0.0,No
V002219,2026-03-22 18:37:05,Galerías,Teusaquillo,Galerías,Teusaquillo,9.9,1.5,Mecánica,Suscriptor,Nublado,17.7,0.0,Sí
V000604,2026-02-12 07:58:49,Calle 72,Chapinero,Las Nieves,Santa Fe,29.1,6.58,Eléctrica,Suscriptor,Despejado,14.8,0.0,No
V000930,2026-02-24 06:50:15,Centro Internacional,Santa Fe,Las Nieves,Santa Fe,9.2,1.12,Eléctrica,Suscriptor,Nublado,14.5,0.0,No
V001209,2026-04-15 18:02:27,Simón Bolívar Sur,Teusaquillo,Universidad Nacional,Teusaquillo,28.3,5.25,Mecánica,Suscriptor,Nublado,15.3,0.0,No
V000207,2026-03-10 18:18:14,Calle 80,Barrios Unidos,Parque de los Novios,Barrios Unidos,19.1,3.78,Mecánica,Suscriptor,Despejado,19.1,0.0,No
V002975,2026-02-10 07:55:26,Centro Internacional,Santa Fe,Museo Nacional,Santa Fe,9.7,2.72,Mecánica,Suscriptor,Nublado,13.5,0.0,No
V000260,2026-02-01 09:18:46,Simón Bolívar Sur,Teusaquillo,Galerías,Teusaquillo,7.6,1.24,Eléctrica,Ocasional,Despejado,11.1,0.0,Sí
V000644,2026-03-28 17:56:22,Centro Internacional,Santa Fe,Museo Nacional,Santa Fe,4.5,1.09,Mecánica,Suscriptor,Nublado,15.4,0.0,Sí
V003172,2026-02-10 17:41:24,Galerías,Teusaquillo,Parque El Virrey Norte,Usaquén,10.0,0.71,Mecánica,Suscriptor,Nublado,18.8,0.0,No
V002658,2026-04-08 09:01:37,Calle 72,Chapinero,Parque de los Hippies,Chapinero,20.9,4.6,Eléctrica,Ocasional,Despejado,18.8,0.0,No
V001565,2026-03-25 09:42:54,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,20.0,4.03,Eléctrica,Suscriptor,Despejado,13.9,0.0,No
V002877,2026-05-19 19:07:10,Las Nieves,Santa Fe,Las Nieves,Santa Fe,7.8,1.28,Eléctrica,Suscriptor,Despejado,17.5,0.0,No
V003048,2026-02-18 09:44:35,Plaza de Bolívar,La Candelaria,Plaza de Bolívar,La Candelaria,4.8,1.11,Eléctrica,Suscriptor,Nublado,15.5,0.0,No
V000805,2026-04-11 17:00:31,San Felipe,Barrios Unidos,Parque de los Novios,Barrios Unidos,10.9,1.89,Eléctrica,Suscriptor,Despejado,17.9,0.0,Sí
V001391,2026-05-19 17:27:54,Chorro de Quevedo,La Candelaria,Las Aguas,La Candelaria,21.7,2.7,Mecánica,Suscriptor,Nublado,17.4,0.0,No
V000359,2026-02-19 02:29:01,Parque de los Hippies,Chapinero,Parque de los Novios,Barrios Unidos,23.4,3.0,Mecánica,Suscriptor,Nublado,18.8,0.0,No
V000803,2026-03-06 19:35:10,Calle 63,Chapinero,Parque de la 93,Chapinero,17.8,2.93,Mecánica,Suscriptor,Despejado,15.3,0.0,No
V000962,2026-03-06 17:33:24,Corferias,Teusaquillo,Galerías,Teusaquillo,34.3,6.3,Mecánica,Ocasional,Despejado,18.5,0.0,No
V000281,2026-04-11 18:23:27,Plaza de Bolívar,La Candelaria,Chorro de Quevedo,La Candelaria,25.1,5.87,Mecánica,Suscriptor,Despejado,19.9,0.0,Sí
V002256,2026-05-05 18:25:45,Hacienda Santa Bárbara,Usaquén,Parque El Virrey Norte,Usaquén,6.4,1.45,Mecánica,Ocasional,Despejado,18.7,0.0,No
V000315,2026-02-13 06:36:45,Simón Bolívar Sur,Teusaquillo,Parque Nacional,Santa Fe,16.2,3.52,Eléctrica,Suscriptor,Lluvia ligera,13.4,1.6,No
V001514,2026-05-17 18:13:24,Calle 116,Usaquén,Calle 100,Usaquén,9.5,1.75,Eléctrica,Suscriptor,Lluvia ligera,21.7,1.6,Sí
V002767,2026-04-12 10:51:40,Calle 63,Chapinero,Plaza de Bolívar,La Candelaria,10.7,2.12,Eléctrica,Suscriptor,Nublado,18.0,0.0,Sí
V001934,2026-02-26 14:57:04,Hacienda Santa Bárbara,Usaquén,Calle 100,Usaquén,13.5,2.23,Mecánica,Suscriptor,Despejado,19.5,0.0,No
V000268,2026-05-26 19:21:55,Parkway,Teusaquillo,Parque de la 93,Chapinero,11.2,2.16,Eléctrica,Suscriptor,Lluvia,20.4,7.7,No
V000540,2026-04-22 07:30:29,Parkway,Chapinero ,Corferias,Teusaquillo,14.9,2.68,Eléctrica,Suscriptor,Lluvia ligera,22.1,1.1,No
V000284,2026-05-30 17:55:24,Las Aguas,La Candelaria,Plaza de Bolívar,La Candelaria,13.6,3.06,Eléctrica,Suscriptor,Nublado,16.3,0.0,Sí
V002325,2026-04-01 06:10:01,Centro Internacional,Santa Fe,Parque El Virrey Norte,Usaquén,24.2,5.17,Mecánica,Suscriptor,Nublado,16.2,0.0,No
V002183,2026-03-01 17:58:49,Universidad Javeriana,Chapinero,Parque de los Hippies,Chapinero,17.0,4.91,Eléctrica,Suscriptor,Lluvia ligera,15.6,1.4,Sí
V002819,2026-04-18 14:43:03,Plaza de Bolívar,La Candelaria,Las Aguas,La Candelaria,12.0,2.81,Eléctrica,Suscriptor,Despejado,16.5,0.0,Sí
V000515,2026-05-19 02:51:39,Las Nieves,Santa Fe,Unicentro,Usaquén,6.4,1.18,Eléctrica,Suscriptor,Lluvia ligera,18.4,0.6,No
V001314,2026-03-02 18:38:06,Simón Bolívar Norte,Barrios Unidos,San Felipe,Barrios Unidos,10.7,2.2,Eléctrica,Ocasional,Despejado,19.0,0.0,No
V000825,2026-04-04 20:20:06,Parque de la 93,Chapinero,Zona G,Chapinero,43.4,8.14,Mecánica,Suscriptor,Lluvia ligera,16.7,2.1,Sí
V001182,2026-04-23 18:38:58,Las Nieves,Santa Fe,Centro Internacional,Santa Fe,16.2,3.34,Mecánica,Suscriptor,Nublado,21.3,0.0,No
V000663,2026-03-31 08:26:09,Zona G,Chapinero,Universidad Javeriana,Chapinero,15.2,3.33,Mecánica,Ocasional,Lluvia,13.1,8.9,No
V002167,2026-02-08 09:37:11,Parkway,Teusaquillo,Simón Bolívar Sur,Teusaquillo,19.1,3.49,Mecánica,Suscriptor,Despejado,16.5,0.0,Sí
V000188,2026-04-04 17:54:15,Simón Bolívar Sur,Teusaquillo,Galerías,Teusaquillo,31.6,5.81,Mecánica,Ocasional,Lluvia ligera,20.2,0.8,Sí
V001743,2026-02-25 09:06:05,Simón Bolívar Norte,Barrios Unidos,Calle 80,Barrios Unidos,26.1,5.0,Mecánica,Ocasional,Lluvia ligera,16.3,2.3,No
V002437,2026-03-01 14:58:33,Parque de la 93,Chapinero,Parque Nacional,Santa Fe,17.6,3.03,Eléctrica,Suscriptor,Despejado,18.2,0.0,Sí
V002142,2026-05-27 08:52:20,Calle 72,Chapinero,Zona G,Chapinero,9.2,1.78,Mecánica,Ocasional,Nublado,16.7,0.0,No
V000837,2026-03-25 03:28:20,Zona G,Chapinero,Universidad Javeriana,Chapinero,6.3,1.26,Eléctrica,Suscriptor,Nublado,15.6,0.0,No
V002714,2026-05-14 11:56:00,Corferias,Teusaquillo,Universidad Nacional,Teusaquillo,15.9,3.27,Mecánica,Suscriptor,Nublado,18.4,0.0,No
V001424,2026-05-02 19:55:34,Las Nieves,Santa Fe,Centro Internacional,Santa Fe,9.6,2.26,Mecánica,Suscriptor,Despejado,18.4,0.0,Sí
V001691,2026-05-15 08:35:06,Las Nieves,Santa Fe,Las Nieves,Santa Fe,7.4,1.25,Eléctrica,Suscriptor,Nublado,18.3,0.0,No
V001033,2026-03-24 17:24:41,Galerías,Teusaquillo,Unicentro,Usaquén,20.5,3.29,Mecánica,Suscriptor,Lluvia ligera,17.4,0.3,No
V002995,2026-05-03 21:33:21,Universidades Centro,La Candelaria,Chorro de Quevedo,La Candelaria,18.4,3.57,Eléctrica,Ocasional,Despejado,17.9,0.0,Sí
V001494,2026-05-22 21:06:34,Parque de los Novios,Barrios Unidos,Parque El Virrey Norte,Usaquén,12.7,3.63,Eléctrica,Suscriptor,Lluvia,23.6,8.9,No
V002873,2026-02-01 16:46:47,Las Aguas,La Candelaria,Las Aguas,La Candelaria,6.5,,Mecánica,Ocasional,Despejado,8.0,0.0,Sí
V000975,2026-04-07 08:29:17,San Felipe,Barrios Unidos,Parque de los Novios,Barrios Unidos,8.5,1.82,Eléctrica,Suscriptor,Lluvia,14.9,4.8,No
V002479,2026-04-18 21:01:39,Corferias,Teusaquillo,Parkway,Teusaquillo,21.9,4.38,Mecánica,Suscriptor,Despejado,17.9,0.0,Sí
V002019,2026-05-09 19:54:45,Universidad Nacional,Teusaquillo,Parkway,Teusaquillo,20.9,4.29,Eléctrica,Ocasional,Despejado,16.8,0.0,Sí
V002107,2026-05-28 19:39:28,Universidad Nacional,Teusaquillo,Galerías,Teusaquillo,10.6,2.5,Eléctrica,Suscriptor,Despejado,,0.0,No
V001980,2026-05-24 19:57:45,Simón Bolívar Sur,Teusaquillo,Galerías,Teusaquillo,9.3,1.48,Mecánica,Suscriptor,Despejado,19.4,0.0,Sí
V003017,2026-04-12 04:40:42,San Felipe,Barrios Unidos,Parque de los Novios,Barrios Unidos,18.3,2.94,Eléctrica,Suscriptor,Nublado,14.4,0.0,Sí
V002361,2026-03-18 09:18:34,Universidad Javeriana,Chapinero,Calle 63,Chapinero,15.9,3.31,Eléctrica,Suscriptor,Lluvia ligera,15.9,0.6,No
V001125,2026-02-03 11:24:59,Zona G,Chapinero,Parque de los Hippies,Chapinero,15.7,2.95,Mecánica,Suscriptor,Despejado,16.0,0.0,No
V001574,2026-03-31 16:56:32,Chorro de Quevedo,La Candelaria,Chorro de Quevedo,La Candelaria,7.1,,Eléctrica,Suscriptor,Lluvia,14.7,8.0,No
V003149,2026-03-27 11:25:07,Calle 63,Chapinero,Universidad Javeriana,Chapinero,21.1,3.22,Mecánica,Suscriptor,Despejado,18.7,0.0,No
V002843,2026-04-24 22:18:13,Parque de los Hippies,Chapinero,Parque de la 93,Chapinero,10.2,1.95,Eléctrica,Suscriptor,Despejado,17.8,0.0,No
V002655,2026-04-21 18:28:40,Simón Bolívar Norte,Barrios Unidos,Calle 72,Chapinero,42.4,10.55,Eléctrica,Suscriptor,Despejado,19.4,0.0,No
V000934,2026-05-11 18:03:43,Calle 72,Chapinero,Universidad Javeriana,Chapinero,13.3,2.63,Mecánica,Suscriptor,Nublado,17.6,0.0,No
V002898,2026-02-20 11:07:24,Calle 63,Chapinero,Universidad Javeriana,Chapinero,22.9,3.8,Mecánica,Suscriptor,Lluvia ligera,12.3,1.3,No
V000613,2026-03-04 13:16:41,Universidad Nacional,Teusaquillo,Galerías,Teusaquillo,15.3,2.64,Eléctrica,Suscriptor,Nublado,,0.0,No
V003157,2026-05-11 19:04:29,Parque de la 93,Chapinero,Parque de la 93,Chapinero,6.4,1.45,Mecánica,Suscriptor,Despejado,15.4,0.0,No
V002730,2026-05-02 19:55:52,Corferias,Teusaquillo,Universidad Nacional,Teusaquillo,4.9,0.82,Mecánica,Suscriptor,Lluvia ligera,14.2,0.9,Sí
V000891,2026-05-13 17:20:15,Centro Internacional,Santa Fe,Las Nieves,Santa Fe,8.4,1.96,Eléctrica,Ocasional,Lluvia ligera,16.2,0.5,No
V000986,2026-04-07 04:42:21,Calle 63,Chapinero,Parque de los Novios,Barrios Unidos,11.9,2.68,Mecánica,Suscriptor,Lluvia,19.4,9.3,No
V000565,2026-02-08 09:08:45,Universidad Nacional,Teusaquillo,Universidad Nacional,Teusaquillo,4.6,0.93,Mecánica,Ocasional,Lluvia ligera,,0.5,Sí
V000774,2026-04-14 15:31:24,Las Aguas,La Candelaria,Universidad Javeriana,Chapinero,16.4,3.61,Mecánica,Suscriptor,Lluvia ligera,11.4,0.8,No
V001284,2026-03-24 07:59:36,Parkway,Teusaquillo,Universidad Nacional,Teusaquillo,24.6,5.13,Eléctrica,Suscriptor,Lluvia,13.9,7.6,No
V001954,2026-05-25 06:59:15,Parque El Virrey Norte,Usaquén,Parque Nacional,Santa Fe,18.1,3.69,Mecánica,Ocasional,Despejado,15.0,0.0,No
V001808,2026-02-14 11:25:13,Simón Bolívar Norte,Barrios Unidos,San Felipe,Barrios Unidos,18.9,3.99,Mecánica,Ocasional,Nublado,16.9,0.0,Sí
V003054,2026-02-23 05:36:49,Simón Bolívar Sur,Teusaquillo,Corferias,Teusaquillo,9.0,2.43,Eléctrica,Suscriptor,Lluvia ligera,17.6,0.9,No
V001623,2026-05-21 08:55:42,Parkway,Teusaquillo,Galerías,Teusaquillo,21.2,4.4,Mecánica,Suscriptor,Lluvia,16.2,9.8,No
V000673,2026-04-29 08:09:30,Calle 72,Chapinero,Plaza de Bolívar,La Candelaria,17.4,3.59,Eléctrica,Suscriptor,Nublado,20.1,0.0,No
V000733,2026-02-21 19:05:00,Calle 80,Barrios Unidos,Calle 80,Barrios Unidos,12.8,2.75,Eléctrica,Suscriptor,Despejado,14.5,0.0,Sí
V001510,2026-03-03 08:34:38,Calle 100,Usaquén,Hacienda Santa Bárbara,Usaquén,29.9,5.18,Eléctrica,Ocasional,Nublado,15.3,0.0,No
V001407,2026-03-05 12:57:30,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,18.5,3.18,Eléctrica,Suscriptor,Nublado,15.2,0.0,No
V002668,2026-04-20 00:33:45,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,7.4,1.28,Mecánica,Suscriptor,Despejado,14.5,0.0,No
V002117,2026-05-07 17:34:23,Las Nieves,Santa Fe,Museo Nacional,Santa Fe,9.3,1.93,Mecánica,Suscriptor,Nublado,14.5,0.0,No
V003015,2026-03-01 19:40:13,Parque Nacional,Santa Fe,Centro Internacional,Santa Fe,13.6,3.73,Eléctrica,Ocasional,Nublado,16.6,0.0,Sí
V002286,2026-04-19 17:49:10,Chorro de Quevedo,La Candelaria,Galerías,Teusaquillo,17.8,4.47,Eléctrica,Suscriptor,Nublado,18.5,0.0,Sí
V002420,2026-02-25 18:03:58,Calle 63,Chapinero,Plaza de Bolívar,La Candelaria,13.5,2.78,Eléctrica,Suscriptor,Despejado,14.9,0.0,No
V001539,2026-04-25 20:57:58,Plaza de Bolívar,La Candelaria,Las Aguas,La Candelaria,10.5,1.35,Mecánica,Suscriptor,Despejado,13.2,0.0,Sí
V002318,2026-04-30 18:30:02,Museo Nacional,Santa Fe,Parque Nacional,Santa Fe,18.0,4.57,Mecánica,Suscriptor,Despejado,15.4,0.0,No
V002254,2026-04-22 17:53:43,Calle 80,Barrios Unidos,San Felipe,Barrios Unidos,9.6,2.84,Eléctrica,Suscriptor,Nublado,17.1,0.0,No
V000341,2026-04-29 09:49:23,Universidad Nacional,Teusaquillo,Universidades Centro,La Candelaria,16.5,2.67,Mecánica,Suscriptor,Despejado,16.5,0.0,No
V001068,2026-05-13 08:52:39,Unicentro,Usaquén,Hacienda Santa Bárbara,Usaquén,12.7,2.39,Eléctrica,Suscriptor,Lluvia ligera,15.2,0.6,No
V002741,2026-02-23 18:46:44,Museo Nacional,Santa Fe,Calle 116,Usaquén,22.3,3.26,Mecánica,Suscriptor,Despejado,15.8,0.0,No
V001891,2026-03-27 08:00:46,Centro Internacional,Santa Fe,Corferias,Teusaquillo,25.8,5.16,Mecánica,Suscriptor,Despejado,17.4,0.0,No
V001917,2026-03-24 18:32:43,Calle 72,Chapinero,Las Nieves,Santa Fe,16.6,4.42,Eléctrica,Suscriptor,Despejado,14.3,0.0,No
V000714,2026-02-17 08:31:54,Parque El Virrey Norte,Usaquén,Calle 116,Usaquén,15.0,2.24,Eléctrica,Ocasional,Nublado,15.7,0.0,No
V002133,2026-04-10 07:46:09,Calle 100,Usaquén,Parque El Virrey Norte,Usaquén,6.5,1.32,Mecánica,Suscriptor,Despejado,16.7,0.0,No
V000691,2026-03-17 15:57:52,Parkway,Teusaquillo,Galerías,Teusaquillo,7.0,1.28,Mecánica,Suscriptor,Despejado,18.0,0.0,No
V000204,2026-05-16 18:48:44,Hacienda Santa Bárbara,Usaquén,Parque El Virrey Norte,Usaquén,11.7,,Eléctrica,Suscriptor,Despejado,15.1,0.0,Sí
V001082,2026-03-30 18:06:30,Las Aguas,La Candelaria,Las Aguas,La Candelaria,7.6,1.39,Mecánica,Suscriptor,Despejado,17.3,0.0,No
V000652,2026-04-09 05:13:16,Las Aguas,La Candelaria,Universidades Centro,La Candelaria,10.6,1.93,Mecánica,Suscriptor,Nublado,19.4,0.0,No
V002428,2026-04-07 18:41:43,Calle 100,Usaquén,Parque de los Hippies,Chapinero,13.1,2.77,Eléctrica,Ocasional,Nublado,19.6,0.0,No
V001894,2026-04-23 17:02:02,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,16.3,3.34,Mecánica,Suscriptor,Nublado,13.0,0.0,No
V001760,2026-05-15 21:26:08,Plaza de Bolívar,La Candelaria,Chorro de Quevedo,La Candelaria,8.9,2.25,Eléctrica,Suscriptor,Despejado,19.1,0.0,No
V002051,2026-04-16 11:50:41,Universidades Centro,La Candelaria,Plaza de Bolívar,La Candelaria,22.5,5.18,Eléctrica,Suscriptor,Lluvia ligera,16.1,1.2,No
V002624,2026-03-11 00:06:05,Calle 116,Usaquén,Unicentro,Usaquén,8.4,1.67,Mecánica,Ocasional,Despejado,13.3,0.0,No
V002810,2026-02-17 10:56:04,Centro Internacional,Santa Fe,Zona G,Chapinero,20.5,2.82,Mecánica,Suscriptor,Nublado,,0.0,No
V001492,2026-03-12 05:45:23,Zona G,Chapinero,Parque de los Hippies,Chapinero,20.1,3.76,Mecánica,Suscriptor,Nublado,16.4,0.0,No
V001074,2026-03-09 17:09:33,Galerías,Teusaquillo,Galerías,Teusaquillo,16.1,2.82,Mecánica,Suscriptor,Nublado,17.2,0.0,No
V002109,2026-04-19 18:53:46,Calle 63,Chapinero,Parque El Virrey Norte,Usaquén,18.9,4.48,Eléctrica,Suscriptor,Despejado,16.8,0.0,Sí
V001017,2026-04-08 18:51:34,Parque de los Novios,Barrios Unidos,Parque de los Hippies,Chapinero,14.8,3.41,Mecánica,,Nublado,15.6,0.0,No
V000503,2026-03-21 11:16:28,Calle 72,Chapinero,Galerías,Teusaquillo,18.8,3.58,Eléctrica,Suscriptor,Nublado,12.2,0.0,Sí
V002987,2026-04-25 18:02:57,Calle 72,Chapinero,Parque de la 93,Chapinero,18.9,5.12,Eléctrica,Suscriptor,Nublado,15.8,0.0,Sí
V002216,2026-05-11 17:06:32,Parque El Virrey Norte,Usaquén,Parque El Virrey Norte,Usaquén,9.3,2.02,Mecánica,Ocasional,Despejado,17.9,0.0,No
V000486,2026-04-13 17:59:51,Unicentro,Usaquén,Centro Internacional,Santa Fe,14.8,1.79,Eléctrica,Ocasional,Nublado,16.3,0.0,No
V002694,2026-05-23 19:23:08,Simón Bolívar Norte,Barrios Unidos,Museo Nacional,Santa Fe,7.6,1.63,Eléctrica,Suscriptor,Nublado,16.7,0.0,Sí
V003152,2026-05-20 10:52:10,Museo Nacional,Santa Fe,Las Nieves,Santa Fe,17.1,4.49,Eléctrica,Ocasional,Lluvia,19.9,3.5,No
V003016,2026-02-07 01:58:36,Calle 72,Chapinero,Parque de la 93,Chapinero,20.3,3.16,Eléctrica,Suscriptor,Nublado,15.9,0.0,Sí
V002548,2026-02-15 18:40:44,Universidad Javeriana,Chapinero,Museo Nacional,Santa Fe,11.2,1.99,Mecánica,Suscriptor,Nublado,14.4,0.0,Sí
V002887,2026-04-16 07:41:16,Parque de los Novios,Barrios Unidos,Parque de los Novios,Barrios Unidos,6.0,1.14,Eléctrica,Ocasional,Nublado,19.1,0.0,No
V003138,2026-03-16 11:58:57,Parque de los Hippies,Chapinero,Parque de los Novios,Barrios Unidos,11.5,1.09,Eléctrica,Suscriptor,Lluvia,16.0,10.9,No
V002958,2026-05-13 06:22:15,Calle 72,Chapinero,Parque de los Hippies,Chapinero,12.6,2.09,Mecánica,Suscriptor,Despejado,18.6,0.0,No
V003151,2026-03-30 12:33:04,Parque de los Novios,Barrios Unidos,Hacienda Santa Bárbara,Usaquén,26.1,5.84,Eléctrica,Ocasional,Lluvia ligera,16.6,1.6,No
V001821,2026-04-16 15:32:42,Las Aguas,La Candelaria,Parque de los Hippies,Chapinero,21.7,3.94,Eléctrica,Suscriptor,Nublado,19.3,0.0,No
V001525,2026-03-22 19:51:19,Simón Bolívar Norte,Barrios Unidos,Zona G,Chapinero,11.7,1.91,Mecánica,Suscriptor,Despejado,14.6,0.0,Sí
V000921,2026-02-26 09:08:41,Universidad Javeriana,Chapinero,Calle 63,Chapinero,21.2,4.63,Mecánica,Ocasional,Despejado,12.7,0.0,No
V000225,2026-05-27 18:30:18,Corferias,Teusaquillo,Corferias,Teusaquillo,2.6,0.7,Eléctrica,Ocasional,Despejado,19.6,0.0,No
V000431,2026-05-10 17:43:41,Calle 63,Chapinero,Universidad Javeriana,Chapinero,6.4,1.6,Mecánica,Ocasional,Despejado,18.6,0.0,Sí
V003029,2026-02-16 17:46:42,Calle 100,Usaquén,Simón Bolívar Norte,Barrios Unidos,11.7,2.37,Eléctrica,Suscriptor,Despejado,15.7,0.0,No
V001375,2026-05-05 19:23:39,Parque de los Novios,Barrios Unidos,Museo Nacional,Santa Fe,36.8,6.73,Mecánica,Suscriptor,Lluvia,16.7,3.9,No
V002842,2026-04-07 17:27:30,Las Aguas,La Candelaria,Las Aguas,La Candelaria,8.0,2.02,Eléctrica,Suscriptor,Despejado,15.8,0.0,No
V001058,2026-03-04 18:01:43,Calle 80,Barrios Unidos,Calle 80,Barrios Unidos,9.4,2.23,Mecánica,Suscriptor,Nublado,15.5,0.0,No
V000804,2026-02-28 18:11:20,Corferias,Teusaquillo,Galerías,Teusaquillo,16.2,3.66,Eléctrica,Suscriptor,Lluvia ligera,14.5,1.8,Sí
V000173,2026-03-22 09:49:23,Parque Nacional,Santa Fe,Centro Internacional,Santa Fe,14.5,3.5,Mecánica,Ocasional,Lluvia ligera,13.6,0.9,Sí
V000893,2026-04-30 19:32:23,Universidad Nacional,Teusaquillo,Corferias,Teusaquillo,6.8,1.7,Eléctrica,Ocasional,Lluvia ligera,17.1,1.3,No
V002446,2026-04-05 19:10:06,Calle 72,Chapinero,Universidad Javeriana,Chapinero,16.7,2.98,Mecánica,Suscriptor,Nublado,19.0,0.0,Sí
V000111,2026-04-01 18:52:50,San Felipe,Barrios Unidos,Calle 80,Barrios Unidos,8.1,1.74,Mecánica,Suscriptor,Despejado,14.3,0.0,No
V000071,2026-05-06 12:03:11,Unicentro,Usaquén,Calle 100,Usaquén,9.6,2.4,Eléctrica,Suscriptor,Lluvia ligera,20.3,0.7,No
V001597,2026-04-14 09:11:54,Parque de la 93,Chapinero,Universidad Javeriana,Chapinero,16.3,,Eléctrica,Suscriptor,Despejado,19.4,0.0,No
V002801,2026-03-24 19:13:00,San Felipe,Barrios Unidos,Calle 80,Barrios Unidos,25.4,4.98,Eléctrica,Suscriptor,Despejado,18.8,0.0,No
V003114,2026-02-02 20:53:34,Galerías,Teusaquillo,Parque de los Novios,Barrios Unidos,16.3,3.16,Mecánica,Suscriptor,Despejado,16.5,0.0,No
V001458,2026-02-03 18:07:49,Calle 80,Barrios Unidos,Universidad Javeriana,Chapinero,18.2,3.7,Mecánica,Ocasional,Nublado,19.5,0.0,No
V003018,2026-03-14 07:03:13,San Felipe,Barrios Unidos,San Felipe,Barrios Unidos,8.7,1.4,Mecánica,Suscriptor,Lluvia ligera,20.5,1.4,Sí
V002731,2026-04-28 17:23:00,Centro Internacional,Santa Fe,Galerías,Teusaquillo,15.1,2.78,Mecánica,Suscriptor,Nublado,15.8,0.0,No
V002171,2026-03-23 09:07:20,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,5.5,1.47,Eléctrica,Suscriptor,Nublado,14.6,0.0,No
V000588,2026-03-30 18:59:03,Calle 80,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,12.8,2.38,Eléctrica,Suscriptor,Despejado,19.0,0.0,No
V001257,2026-03-11 18:46:37,Las Nieves,Santa Fe,Plaza de Bolívar,La Candelaria,20.5,5.24,Eléctrica,Suscriptor,Nublado,13.5,0.0,No
V001003,2026-05-19 18:46:59,Zona G,Chapinero,Universidad Javeriana,Chapinero,7.8,1.65,Mecánica,Ocasional,Despejado,19.1,0.0,No
V002387,2026-03-07 08:53:49,Calle 80,Barrios Unidos,San Felipe,Barrios Unidos,12.1,2.33,Eléctrica,Suscriptor,Lluvia ligera,18.9,0.5,Sí
V000031,2026-02-22 07:09:40,Parque de los Hippies,Chapinero,Parque El Virrey Norte,Usaquén,15.5,3.97,Mecánica,Suscriptor,Nublado,12.8,0.0,Sí
V000675,2026-03-25 03:07:18,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,12.0,1.93,Mecánica,Ocasional,Nublado,20.9,0.0,No
V002862,2026-05-15 14:33:30,San Felipe,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,19.0,3.45,Mecánica,Suscriptor,Despejado,15.6,0.0,No
V000119,2026-05-23 07:12:16,Museo Nacional,Santa Fe,Centro Internacional,Santa Fe,24.0,5.35,Mecánica,Ocasional,Despejado,17.4,0.0,Sí
V000427,2026-05-27 13:05:35,Corferias,Teusaquillo,Parkway,Teusaquillo,39.2,7.81,Mecánica,Ocasional,Lluvia ligera,18.4,2.1,No
